#,Document Number,Posting Date,Customer/Vendor Code,Customer/Vendor Name,Customer/Vendor Name,Document Currency,Check Amount,Transfer Amount,Cash Amount,Reference 1,Reference 2,Counter Reference,Remarks,Journal Remarks,Journal Remarks
13264,379144,27.06.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,95,37-9144,,,25-Jun,25-Jun,25-Jun
13265,379145,27.06.2023,UCG0111,GREEDY DUCK PTE LTD,GREEDY DUCK PTE LTD,SGD,0,0,29,37-9145,,,26-Jun,26-Jun,26-Jun
13266,379146,27.06.2023,UCG0111,GREEDY DUCK PTE LTD,GREEDY DUCK PTE LTD,SGD,0,0,129,37-9146,,,26-Jun,26-Jun,26-Jun
13267,379147,27.06.2023,UCJ0008,JAYDEN FOODS PTE LTD,JAYDEN FOODS PTE LTD,SGD,0,0,898.5,37-9147,,,24-Jun,24-Jun,24-Jun
13268,379148,27.06.2023,UCF0036,FENG ZHEN LOR MEE,FENG ZHEN LOR MEE,SGD,0,0,282,37-9148,,,26-Jun,26-Jun,26-Jun
13269,379149,27.06.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,376,37-9149,,,26-Jun,26-Jun,26-Jun
13270,379150,27.06.2023,UCZ0074,ZHONG HUA MEI SHI,ZHONG HUA MEI SHI,SGD,0,0,81.9,37-9150,,,26-Jun,26-Jun,26-Jun
13271,379151,27.06.2023,UCF0215,FORTUNE HERBAL SPUP,FORTUNE HERBAL SPUP,SGD,0,0,165,37-9151,,,26-Jun,26-Jun,26-Jun
13272,379152,27.06.2023,UCR0087,RAFIDAH BINTE OMAR,RAFIDAH BINTE OMAR,SGD,0,0,61.5,37-9152,,,26-Jun,26-Jun,26-Jun
13273,379153,27.06.2023,UCM0123,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,126.3,37-9153,,,26-Jun,26-Jun,26-Jun
13274,379154,27.06.2023,UCH0286,HOUGANG HAINANESE CURRY,HOUGANG HAINANESE CURRY,SGD,0,0,88,37-9154,,,26-Jun,26-Jun,26-Jun
13275,379155,27.06.2023,UCH0286,HOUGANG HAINANESE CURRY,HOUGANG HAINANESE CURRY,SGD,0,0,60.2,37-9155,,,25-Jun,25-Jun,25-Jun
13276,379156,27.06.2023,UCR0096,ROSYTH PRIMARY SCHOOL,ROSYTH PRIMARY SCHOOL,SGD,0,0,150.1,37-9156,,,26-Jun,26-Jun,26-Jun
13277,379157,27.06.2023,UCF0125,FISH SOUP (HOUGANG),FISH SOUP (HOUGANG),SGD,0,0,51.8,37-9157,,,26-Jun,26-Jun,26-Jun
13278,379158,27.06.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,104.7,37-9158,,,26-Jun,26-Jun,26-Jun
13279,379159,27.06.2023,UCM0187,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,52.9,37-9159,,,26-Jun,26-Jun,26-Jun
13280,379160,27.06.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,0,128,37-9160,,,26-Jun,26-Jun,26-Jun
13281,379162,27.06.2023,UCX0188,XIN AO MALA BAY PTE LTD,XIN AO MALA BAY PTE LTD,SGD,0,0,481,37-9162,,,25-26/6,25-26/6,25-26/6
13282,379163,27.06.2023,UCM0184,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,50.5,37-9163,,,26-Jun,26-Jun,26-Jun
13283,378332,19.06.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,107.4,37-8332,,,16-Jun,16-Jun,16-Jun
13284,378333,19.06.2023,UCH0010,HONG KONG YUMMY SOUP,HONG KONG YUMMY SOUP,SGD,0,0,135,37-8333,,,16-Jun,16-Jun,16-Jun
13285,378334,19.06.2023,UCT0249,TOP CHOICE FOOD (S) PTE LTD,TOP CHOICE FOOD (S) PTE LTD,SGD,0,0,356.8,37-8334,,,15-Apr,15-Apr,15-Apr
13286,378335,19.06.2023,UCC0195,CHI MING CHANG CHENG,CHI MING CHANG CHENG,SGD,0,0,84.2,37-8335,,,18-Jun,18-Jun,18-Jun
13287,378336,19.06.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,275.4,37-8336,,,18-Jun,18-Jun,18-Jun
13288,378337,19.06.2023,UCJ0062,JING DIN XIANG (AMK),JING DIN XIANG (AMK),SGD,0,0,105.3,37-8337,,,18-Jun,18-Jun,18-Jun
13289,378338,19.06.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,84.2,37-8338,,,18-Jun,18-Jun,18-Jun
13290,378339,19.06.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,133.2,37-8339,,,18/6 23166407,18/6 23166407,18/6 23166407
13291,378340,19.06.2023,UCK0029,KAO WEST FOOD,KAO WEST FOOD,SGD,0,0,145.9,37-8340,,,18-Jun,18-Jun,18-Jun
13292,378341,19.06.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,75.6,37-8341,,,17-Jun,17-Jun,17-Jun
13293,378342,19.06.2023,UCX0076,WESTERN FOOD (SERANGOON),WESTERN FOOD (SERANGOON),SGD,0,0,85.3,37-8342,,,18-Jun,18-Jun,18-Jun
13294,378343,19.06.2023,UCM0184,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,77.7,37-8343,,,18/6 23166391,18/6 23166391,18/6 23166391
13295,378344,19.06.2023,UCK0063,KL YE ZI MEI BAO DIAN,KL YE ZI MEI BAO DIAN,SGD,0,0,67,37-8344,,,18-Jun,18-Jun,18-Jun
13296,378345,19.06.2023,UCM0089,MIN NAN PORK RIB NOODLE,MIN NAN PORK RIB NOODLE,SGD,0,0,68,37-8345,,,18-Jun,18-Jun,18-Jun
13297,378346,19.06.2023,UCF0086,FISH SOUP,FISH SOUP,SGD,0,0,77.7,37-8346,,,18-Jun,18-Jun,18-Jun
13298,378347,19.06.2023,UCF0125,FISH SOUP (HOUGANG),FISH SOUP (HOUGANG),SGD,0,0,51.8,37-8347,,,16-Jun,16-Jun,16-Jun
13299,378348,19.06.2023,UCX0076,WESTERN FOOD (SERANGOON),WESTERN FOOD (SERANGOON),SGD,0,0,169.5,37-8348,,,16-Jun,16-Jun,16-Jun
13300,378349,19.06.2023,UCH0286,HOUGANG HAINANESE CURRY,HOUGANG HAINANESE CURRY,SGD,0,0,79.6,37-8349,,,16-Jun,16-Jun,16-Jun
13301,378350,19.06.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,81,37-8350,,,16-Jun,16-Jun,16-Jun
13302,378351,19.06.2023,UCC0134,CHOP AH TAT MINI SUPERMARKET,CHOP AH TAT MINI SUPERMARKET,SGD,0,0,129.6,37-8351,,,17-Jun,17-Jun,17-Jun
13303,378352,19.06.2023,UCS0046,SONG JI MIXED VEGTABLES RICE,SONG JI MIXED VEGTABLES RICE,SGD,0,0,209,37-8352,,,18-Jun,18-Jun,18-Jun
13304,378353,19.06.2023,UCX0034,XIN WANG FU XING BAN MIAN,XIN WANG FU XING BAN MIAN,SGD,0,0,21,37-8353,,,18-Jun,18-Jun,18-Jun
13305,378354,19.06.2023,UCX0034,XIN WANG FU XING BAN MIAN,XIN WANG FU XING BAN MIAN,SGD,0,0,46,37-8354,,,18-Jun,18-Jun,18-Jun
13306,378355,19.06.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,0,284.8,37-8355,,,18-Jun,18-Jun,18-Jun
13307,378356,19.06.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,71.8,37-8356,,,18-Jun,18-Jun,18-Jun
13308,378357,19.06.2023,UCY0144,YAN XIA CHUAN TONG MIAN JIA,YAN XIA CHUAN TONG MIAN JIA,SGD,0,0,109.4,37-8357,,,18/6 23166390,18/6 23166390,18/6 23166390
13309,378358,19.06.2023,UCK0004,KARTHIKA,KARTHIKA,SGD,0,0,156.6,37-8358,,,18-Jun,18-Jun,18-Jun
13310,378359,17.06.2023,UCC0777,CASH ( LIANG ),CASH ( LIANG ),SGD,0,131.33,0,37-8359,,,13/6 B.TRANS 23164019,13/6 B.TRANS 23164019,13/6 B.TRANS 23164019
13311,378360,17.06.2023,UCS0369,5 STAR DIM SUM,5 STAR DIM SUM,SGD,0,87,0,37-8360,,,16/6 B.TRANS 23165682,16/6 B.TRANS 23165682,16/6 B.TRANS 23165682
13312,378361,17.06.2023,UCC0888,CASH (CHING),CASH (CHING),SGD,0,101.74,0,37-8361,,,17/6 B.TRANS 23165774,17/6 B.TRANS 23165774,17/6 B.TRANS 23165774
13313,378362,17.06.2023,UCT0248,TAN WEE KIONG,TAN WEE KIONG,SGD,0,133.9,0,37-8362,,,15/6 B.TRANS 23165036,15/6 B.TRANS 23165036,15/6 B.TRANS 23165036
13314,378363,17.06.2023,UCJ0140,JO MARKET,JO MARKET,SGD,0,305.7,0,37-8363,,,24/5-14/6 B.TRANS,24/5-14/6 B.TRANS,24/5-14/6 B.TRANS
13315,378364,17.06.2023,UCK0059,KAO WESTERN KALLANG,KAO WESTERN KALLANG,SGD,0,302.83,0,37-8364,,,17/6 B.TRANS 23165945,17/6 B.TRANS 23165945,17/6 B.TRANS 23165945
13316,378365,19.06.2023,UCN0100,NASI LEMAK SEDAP,NASI LEMAK SEDAP,SGD,0,187.49,0,37-8365,,,17/6 B.TRANS 23166016,17/6 B.TRANS 23166016,17/6 B.TRANS 23166016
13317,379164,27.06.2023,UCF0086,FISH SOUP,FISH SOUP,SGD,0,0,77.7,37-9164,,,26-Jun,26-Jun,26-Jun
13318,379165,27.06.2023,UCA0017,ABC PASAR BEEF NOODLE,ABC PASAR BEEF NOODLE,SGD,0,0,123.1,37-9165,,,26-Jun,26-Jun,26-Jun
13319,379166,27.06.2023,UCC0215,CHEN MIN,CHEN MIN,SGD,0,0,55,37-9166,,,26-Jun,26-Jun,26-Jun
13320,379167,27.06.2023,UCS0380,SAN YUAN NOODLE,SAN YUAN NOODLE,SGD,0,0,51.4,37-9167,,,26-Jun,26-Jun,26-Jun
13321,379168,27.06.2023,UCC0042,CANTEEN (KHATIB),CANTEEN (KHATIB),SGD,0,0,73.4,37-9168,,,26-Jun,26-Jun,26-Jun
13322,379169,27.06.2023,UCC0079,OFFICERS MESS (CANTEEN),OFFICERS MESS (CANTEEN),SGD,0,0,285.5,37-9169,,,26-Jun,26-Jun,26-Jun
13323,379170,27.06.2023,UCC0112,CASH (HAOYI),CASH (HAOYI),SGD,0,0,82,37-9170,,,22-Jun,22-Jun,22-Jun
13324,379171,27.06.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,172.8,37-9171,,,25-Jun,25-Jun,25-Jun
13325,379172,27.06.2023,UCC0213,CLAYPOT DELIGHT,CLAYPOT DELIGHT,SGD,0,0,201.7,37-9172,,,25-Jun,25-Jun,25-Jun
13326,379173,27.06.2023,UCC0151,CHANG JI HANDMADE DIM SUM,CHANG JI HANDMADE DIM SUM,SGD,0,0,394.2,37-9173,,,7-Jun,7-Jun,7-Jun
13327,379174,27.06.2023,UCM0182,MA JI SHOU GONG BAO DIAN,MA JI SHOU GONG BAO DIAN,SGD,0,0,89.2,37-9174,,,25-Jun,25-Jun,25-Jun
13328,379175,27.06.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,44.2,37-9175,,,25-Jun,25-Jun,25-Jun
13329,379176,27.06.2023,UCH0169,HAI XIAN ZHI JIA,HAI XIAN ZHI JIA,SGD,0,0,127.4,37-9176,,,25-Jun,25-Jun,25-Jun
13330,379177,27.06.2023,UCS0360,SI WEI MAO CAI,SI WEI MAO CAI,SGD,"2,137.15",0,0,37-9177,,,MAY (5269),MAY (5269),MAY (5269)
13331,379178,27.06.2023,UCJ0059,JING WU YA BO,JING WU YA BO,SGD,"1,219.30",0,0,37-9178,,,MAY (983702),MAY (983702),MAY (983702)
13332,379179,27.06.2023,UCY0112,YY MEISHI PTE LTD,YY MEISHI PTE LTD,SGD,"6,640.62",0,0,37-9179,,,MAY (983702),MAY (983702),MAY (983702)
13333,379180,27.06.2023,UCY0133,YY MEISHI PTE LTD,YY MEISHI PTE LTD,SGD,"5,152.90",0,0,37-9180,,,MAY (983702),MAY (983702),MAY (983702)
13334,379181,27.06.2023,UCS0329,SIX SIX HOTPOT PTE LTD,SIX SIX HOTPOT PTE LTD,SGD,439.88,0,0,37-9181,,,MAY (67249),MAY (67249),MAY (67249)
13335,379182,27.06.2023,UCN0025,NORTHEAST GOURMET PTE LTD,NORTHEAST GOURMET PTE LTD,SGD,"19,834.46",0,0,37-9182,,,MAY (1109),MAY (1109),MAY (1109)
13336,379183,27.06.2023,UCM0200,IPOT PTE LTD (PAYA LEBAR),IPOT PTE LTD (PAYA LEBAR),SGD,0,0,"1,183.00",37-9183,,,23-26/6 23168585,23-26/6 23168585,23-26/6 23168585
13337,379184,27.06.2023,UCT0243,THAI NOODLE HOUSE,THAI NOODLE HOUSE,SGD,277.02,0,0,37-9184,,,24/6 (927925) 23169106,24/6 (927925) 23169106,24/6 (927925) 23169106
13338,379185,26.06.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,34.13,0,37-9185,,,24/6 B.TRANS 23169357,24/6 B.TRANS 23169357,24/6 B.TRANS 23169357
13339,379186,26.06.2023,UCF0216,FRESH 1 PTE LTD,FRESH 1 PTE LTD,SGD,0,"2,198.88",0,37-9186,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
13340,379187,26.06.2023,UCO0040,OLD WORLD BAK KUT TEH (YISHUN),OLD WORLD BAK KUT TEH (YISHUN),SGD,0,"6,615.82",0,37-9187,,,6/6-25/6 B.TRANS,6/6-25/6 B.TRANS,6/6-25/6 B.TRANS
13341,379188,26.06.2023,UCO0063,A FAMOSA(OLD WORLD BAK KUT TEH),A FAMOSA(OLD WORLD BAK KUT TEH),SGD,0,"6,642.55",0,37-9188,,,1/6-25/6 B.TRANS 23165549,1/6-25/6 B.TRANS 23165549,1/6-25/6 B.TRANS 23165549
13342,379189,26.06.2023,UCF0197,FOOD JOY PTE LTD,FOOD JOY PTE LTD,SGD,0,934.47,0,37-9189,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
13343,379190,26.06.2023,UCL0181,108 BIG PRAWN NOODLES PTE LTD,108 BIG PRAWN NOODLES PTE LTD,SGD,0,139.32,0,37-9190,,,26/6 B.TRANS 23169894,26/6 B.TRANS 23169894,26/6 B.TRANS 23169894
13344,379191,26.06.2023,UCK0059,KAO WESTERN KALLANG,KAO WESTERN KALLANG,SGD,0,242.57,0,37-9191,,,26/6 B.TRANS 23169999,26/6 B.TRANS 23169999,26/6 B.TRANS 23169999
13345,379192,26.06.2023,UCK0064,KIM FRESH TRADING PTE LTD,KIM FRESH TRADING PTE LTD,SGD,0,572.4,0,37-9192,,,26/5-7/6 B.TRANS,26/5-7/6 B.TRANS,26/5-7/6 B.TRANS
13346,379193,26.06.2023,UCJ0164,JLL F&B SERVICES PTE LTD,JLL F&B SERVICES PTE LTD,SGD,0,950.4,0,37-9193,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
13347,379194,26.06.2023,UCS0115,SINGYI F & B PTE LTD (J.TEPONG),SINGYI F & B PTE LTD (J.TEPONG),SGD,0,"3,869.69",0,37-9194,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
13348,379195,26.06.2023,UCB0126,BU DAO WENG (S) PTE LTD,BU DAO WENG (S) PTE LTD,SGD,0,376.92,0,37-9195,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
13349,379196,26.06.2023,UCT0290,THE FOREIGN PROJECT GROUP,THE FOREIGN PROJECT GROUP,SGD,0,"2,324.86",0,37-9196,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
13350,378366,19.06.2023,UCY0064,YI RESTAURANT LLP,YI RESTAURANT LLP,SGD,0,389.88,0,37-8366,,,17/6 B.TRANS 23165878,17/6 B.TRANS 23165878,17/6 B.TRANS 23165878
13351,378367,19.06.2023,UCD0080,DM LOK LOK PTE LTD,DM LOK LOK PTE LTD,SGD,0,763.46,0,37-8367,,,29/5-12/6 B.TRANS,29/5-12/6 B.TRANS,29/5-12/6 B.TRANS
13352,378368,19.06.2023,UCF0166,FOOD FOCUS CATERING SERVICES,FOOD FOCUS CATERING SERVICES,SGD,0,"3,023.06",0,37-8368,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
13353,378369,19.06.2023,UCF0167,FOOD FOCUS CATERING SERVICES,FOOD FOCUS CATERING SERVICES,SGD,0,"2,931.08",0,37-8369,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
13354,378370,19.06.2023,UCF0168,FOOD FOCUS CATERING SERVICES,FOOD FOCUS CATERING SERVICES,SGD,0,"3,463.39",0,37-8370,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
13355,378371,19.06.2023,UCF0170,FOOD FOCUS CATERING SERVICES,FOOD FOCUS CATERING SERVICES,SGD,0,"2,649.38",0,37-8371,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
13356,378372,19.06.2023,UCT0269,TONG FU JU PTE LTD,TONG FU JU PTE LTD,SGD,0,189.15,0,37-8372,,,27/5 B.TRANS 23157353,27/5 B.TRANS 23157353,27/5 B.TRANS 23157353
13357,378373,19.06.2023,UCM0298,MR YAN QIAILONG,MR YAN QIAILONG,SGD,0,43.2,0,37-8373,,,17/5 B.TRANS 23153218,17/5 B.TRANS 23153218,17/5 B.TRANS 23153218
13358,378374,19.06.2023,UCP0047,SNAZ CATERING PTE LTD,SNAZ CATERING PTE LTD,SGD,0,"1,736.10",0,37-8374,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
13359,378375,19.06.2023,UCH0137,HOUGANG 309 WESTERN FOOD,HOUGANG 309 WESTERN FOOD,SGD,0,120.1,0,37-8375,,,17/6 B.TRANS 23165974,17/6 B.TRANS 23165974,17/6 B.TRANS 23165974
13360,378376,19.06.2023,UCA0053,A'POSH BIZHUB,A'POSH BIZHUB,SGD,0,210.97,0,37-8376,,,16/6 B.TRANS 23165676,16/6 B.TRANS 23165676,16/6 B.TRANS 23165676
13361,378377,19.06.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,34.6,0,37-8377,,,18/6 B.TRANS 23166510,18/6 B.TRANS 23166510,18/6 B.TRANS 23166510
13362,378378,19.06.2023,UCZ0288,ZHU JIA,ZHU JIA,SGD,0,81.99,0,37-8378,,,18/6 B.TRANS 23166350,18/6 B.TRANS 23166350,18/6 B.TRANS 23166350
13363,378379,19.06.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,197.1,0,37-8379,,,18/6 B.TRANS 23166040,18/6 B.TRANS 23166040,18/6 B.TRANS 23166040
13364,378380,19.06.2023,UCC0189,CEST LA VIE KITCHEN PTE LTD,CEST LA VIE KITCHEN PTE LTD,SGD,0,175.94,0,37-8380,,,17/6-18/6 B.TRANS,17/6-18/6 B.TRANS,17/6-18/6 B.TRANS
13365,378381,19.06.2023,UCL0181,108 BIG PRAWN NOODLES PTE LTD,108 BIG PRAWN NOODLES PTE LTD,SGD,0,98.28,0,37-8381,,,17/6 B.TRANS 23165754,17/6 B.TRANS 23165754,17/6 B.TRANS 23165754
13366,378382,19.06.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,"2,673.00",0,37-8382,,,8/6-17/6 B.TRANS,8/6-17/6 B.TRANS,8/6-17/6 B.TRANS
13367,378383,19.06.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,198.72,0,37-8383,,,16/6 B.TRANS 23165538,16/6 B.TRANS 23165538,16/6 B.TRANS 23165538
13368,378384,19.06.2023,UCN0108,NOONA KOREAN KITCHEN,NOONA KOREAN KITCHEN,SGD,0,886.42,0,37-8384,,,5/6-10/6 B.TRANS,5/6-10/6 B.TRANS,5/6-10/6 B.TRANS
13369,378385,19.06.2023,UCN0121,NOONA KOREAN KITCHEN,NOONA KOREAN KITCHEN,SGD,0,549.72,0,37-8385,,,5/6-11/6 B.TRANS,5/6-11/6 B.TRANS,5/6-11/6 B.TRANS
13370,378386,19.06.2023,UCX0193,XI AN KITCHEN,XI AN KITCHEN,SGD,0,375.84,0,37-8386,,,6/6-13/6 B.TRANS,6/6-13/6 B.TRANS,6/6-13/6 B.TRANS
13371,378387,19.06.2023,UCT0269,TONG FU JU PTE LTD,TONG FU JU PTE LTD,SGD,0,80.68,0,37-8387,,,EXTRA PAID B.TRANS,EXTRA PAID B.TRANS,EXTRA PAID B.TRANS
13372,378388,19.06.2023,UCM0298,MR YAN QIAILONG,MR YAN QIAILONG,SGD,0,19.44,0,37-8388,,,25/5 B.TRANS 23156542,25/5 B.TRANS 23156542,25/5 B.TRANS 23156542
13373,378389,19.06.2023,UCB0146,BCBN PTE LTD,BCBN PTE LTD,SGD,0,"3,180.39",0,37-8389,,,15/3-31/3 B.TRANS,15/3-31/3 B.TRANS,15/3-31/3 B.TRANS
13374,378390,19.06.2023,UCB0149,BCBN PTE LTD,BCBN PTE LTD,SGD,0,"5,444.42",0,37-8390,,,MAR B.TRANS,MAR B.TRANS,MAR B.TRANS
13375,378391,19.06.2023,UCB0155,BCBN PTE LTD,BCBN PTE LTD,SGD,0,"1,375.19",0,37-8391,,,1/3-9/3 B.TRANS,1/3-9/3 B.TRANS,1/3-9/3 B.TRANS
13376,378392,19.06.2023,UCC0009,CHOP SENG HENG,CHOP SENG HENG,SGD,"2,761.46",0,0,37-8392,,,APR (607078),APR (607078),APR (607078)
13377,378393,19.06.2023,UCA0013,ALLCEAN FROZEN FOOD-GY1591,ALLCEAN FROZEN FOOD-GY1591,SGD,"1,825.42",0,0,37-8393,,,20/4-30/4 (300543),20/4-30/4 (300543),20/4-30/4 (300543)
13378,378394,10.06.2023,UCH0298,HENG HENG HERBAL SOUP,HENG HENG HERBAL SOUP,SGD,0,"1,722.38",0,37-8394,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
13379,378395,16.06.2023,UCG0104,GRANDFATHER FOOD EMPIRE BAK CHOR MEE,GRANDFATHER FOOD EMPIRE BAK CHOR MEE,SGD,0,108,0,37-8395,,,16/6 B.TRANS 23165306,16/6 B.TRANS 23165306,16/6 B.TRANS 23165306
13380,375756,23.05.2023,UCM0184,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,57.2,37-5756,,,22-May,22-May,22-May
13381,375757,23.05.2023,UCF0086,FISH SOUP,FISH SOUP,SGD,0,0,77.7,37-5757,,,22-May,22-May,22-May
13382,375758,23.05.2023,UCC0196,CURRY RICE,CURRY RICE,SGD,0,0,84.2,37-5758,,,22-May,22-May,22-May
13383,375759,23.05.2023,UCK0063,KL YE ZI MEI BAO DIAN,KL YE ZI MEI BAO DIAN,SGD,0,0,67,37-5759,,,22-May,22-May,22-May
13384,375760,23.05.2023,UCA0017,ABC PASAR BEEF NOODLE,ABC PASAR BEEF NOODLE,SGD,0,0,123.1,37-5760,,,22-May,22-May,22-May
13385,375761,23.05.2023,UCC0215,CHEN MIN,CHEN MIN,SGD,0,0,79.9,37-5761,,,22-May,22-May,22-May
13386,375762,23.05.2023,UCS0045,CHINESE CUISINE SICHUAN,CHINESE CUISINE SICHUAN,SGD,0,0,90.7,37-5762,,,22-May,22-May,22-May
13387,375763,23.05.2023,UCC0079,OFFICERS MESS (CANTEEN),OFFICERS MESS (CANTEEN),SGD,0,0,406,37-5763,,,22-May,22-May,22-May
13388,375765,23.05.2023,UCM0261,MALA HOT POT (461 CLEMENTI),MALA HOT POT (461 CLEMENTI),SGD,0,0,208.7,37-5765,,,22-May,22-May,22-May
13389,375766,23.05.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,71.8,37-5766,,,20-May,20-May,20-May
13390,375767,23.05.2023,UCH0286,HOUGANG HAINANESE CURRY,HOUGANG HAINANESE CURRY,SGD,0,0,17.2,37-5767,,,21-May,21-May,21-May
13391,375768,23.05.2023,UCH0286,HOUGANG HAINANESE CURRY,HOUGANG HAINANESE CURRY,SGD,0,0,101.3,37-5768,,,21-May,21-May,21-May
13392,375769,23.05.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,166.2,37-5769,,,21-May,21-May,21-May
13393,375770,23.05.2023,UCQ0033,QUANTFOOD PTE LTD,QUANTFOOD PTE LTD,SGD,0,0,227.6,37-5770,,,16-May,16-May,16-May
13394,375771,23.05.2023,UCA0017,ABC PASAR BEEF NOODLE,ABC PASAR BEEF NOODLE,SGD,0,0,123,37-5771,,,18-May,18-May,18-May
13395,375772,23.05.2023,UCQ0033,QUANTFOOD PTE LTD,QUANTFOOD PTE LTD,SGD,0,0,209.3,37-5772,,,18-May,18-May,18-May
13396,375773,23.05.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,104.7,37-5773,,,21-May,21-May,21-May
13397,375774,23.05.2023,UCC0051,CHICKEN HOUSE PTE LTD,CHICKEN HOUSE PTE LTD,SGD,0,0,235.3,37-5774,,,20-22/5,20-22/5,20-22/5
13398,375775,24.05.2023,UCF0156,FISH SOUP (LOYANG WAY),FISH SOUP (LOYANG WAY),SGD,0,0,237.6,37-5775,,,25/4-3/5,25/4-3/5,25/4-3/5
13399,375776,24.05.2023,UCL0181,108 BIG PRAWN NOODLES PTE LTD,108 BIG PRAWN NOODLES PTE LTD,SGD,0,0,98.2,37-5776,,,14-May,14-May,14-May
13400,375777,24.05.2023,UCL0195,LIM TIAM BOCK,LIM TIAM BOCK,SGD,0,0,224.6,37-5777,,,25-Apr,25-Apr,25-Apr
13401,375778,24.05.2023,UCX0059,XIANG JI PIG ORGAN SOUP,XIANG JI PIG ORGAN SOUP,SGD,0,0,187.9,37-5778,,,13-May,13-May,13-May
13402,379696,03.07.2023,UCX0034,XIN WANG FU XING BAN MIAN,XIN WANG FU XING BAN MIAN,SGD,0,0,51.8,37-9696,,,1-Jul,1-Jul,1-Jul
13403,379697,03.07.2023,UCL0077,LOR MEE BEDOK,LOR MEE BEDOK,SGD,0,0,77.3,37-9697,,,1-Jul,1-Jul,1-Jul
13404,379698,03.07.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,479.5,37-9698,,,30-Jun,30-Jun,30-Jun
13405,379699,03.07.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,"2,559.60",37-9699,,,1/7 23172502,1/7 23172502,1/7 23172502
13406,379700,03.07.2023,UCB0127,BOON LAY MIXED VEGETABLE RICE,BOON LAY MIXED VEGETABLE RICE,SGD,0,0,148.6,37-9700,,,1-Jul,1-Jul,1-Jul
13407,379701,03.07.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,71.8,37-9701,,,1-Jul,1-Jul,1-Jul
13408,379702,03.07.2023,UCY0144,YAN XIA CHUAN TONG MIAN JIA,YAN XIA CHUAN TONG MIAN JIA,SGD,0,0,57.2,37-9702,,,1-Jul,1-Jul,1-Jul
13409,379703,03.07.2023,UCC0144,EVER DRAGON FAMILY RESTAURANT(24 BENDEMEER) ????,EVER DRAGON FAMILY RESTAURANT(24 BENDEMEER) ????,SGD,0,0,95,37-9703,,,1-Jul,1-Jul,1-Jul
