No,Document Number,Document Type,Canceled,Posting Date,Item No.,Item/Service Description,Quantity,Price,Row Total
1144,5743,I,N,21.11.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,270,4.7,"1,269.00"
1145,5743,I,N,21.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,864,2.8,"2,419.20"
1146,5743,I,N,21.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,109.5,6.03,660.29
1147,5743,I,N,21.11.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,90,3.6,324
1148,5743,I,N,21.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,21,6.03,126.63
1149,5780,I,N,19.12.2022,SVA009-06,SEAFOOD- VANNAMEI HOSO 26-30pcs 6X2KG ECU WANGPAI,258,9.6,"2,476.80"
1150,5750,I,N,25.11.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,63,46.76,"2,945.88"
1151,5750,I,N,25.11.2022,PSHO07,PORK SHOULDER (FRIMESA) 25KG/CTNS,"1,000.00",3.6,"3,600.00"
1152,5750,I,N,25.11.2022,PTRI02,PORK TRIMMING FRESH,900,3,"2,700.00"
1153,5750,I,N,25.11.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,580,3.3,"1,914.00"
1154,5750,I,N,25.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,510,3.44,"1,754.40"
1155,5750,I,N,25.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,580,2.4,"1,392.00"
1156,5750,I,N,25.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
1157,5750,I,N,25.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),935.82,7.6,"7,112.23"
1158,5750,I,N,25.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,400,3.44,"1,376.00"
1159,5790,I,N,19.12.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,80,2.4,192
1160,5791,I,N,19.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),263.22,5.38,"1,416.12"
1161,5791,I,N,19.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,63,31.68,"1,995.84"
1162,5791,I,N,19.12.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,547.81",3.34,"5,169.69"
1163,5791,I,N,19.12.2022,PTRI02,PORK TRIMMING FRESH,100,3,300
1164,5791,I,N,19.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),44,5.38,236.72
1165,5791,I,N,19.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,300,2.35,705
1166,5791,I,N,19.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,100,3.48,348
1167,5791,I,N,19.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,550,3.24,"1,782.00"
1168,5791,I,N,19.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,2.8,"2,116.80"
1169,5791,I,N,19.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),227.06,5.38,"1,221.58"
1170,5791,I,N,19.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,720,5.4,"3,888.00"
1171,5791,I,N,19.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),505.47,4.21,"2,128.03"
1172,5791,I,N,19.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,720,2.8,"2,016.00"
1173,5793,I,N,21.12.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,"1,560.00",2.5,"3,900.00"
1174,5793,I,N,21.12.2022,PLIV07,PORK LIVER (SULINA) 10KG/CTNS,10,2.25,22.5
1175,5793,I,N,21.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,450,3.24,"1,458.00"
1176,5793,I,N,21.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,990,2.35,"2,326.50"
1177,5793,I,N,21.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,140,3.48,487.2
1178,5793,I,N,21.12.2022,DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,2.73,78,212.94
1179,5793,I,N,21.12.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,123.62,6.03,745.43
1180,5793,I,N,21.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),598.03,6.1,"3,647.98"
1181,5793,I,N,21.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,720,4.8,"3,456.00"
1182,5793,I,N,21.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),735.69,4.21,"3,097.25"
1183,5796,I,N,23.12.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,286.95",3.34,"4,298.41"
1184,5796,I,N,23.12.2022,PTRI02,PORK TRIMMING FRESH,250,3,750
1185,5796,I,N,23.12.2022,PTRI02,PORK TRIMMING FRESH,40,3,120
1186,5796,I,N,23.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,500,3.24,"1,620.00"
1187,5796,I,N,23.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),"1,063.18",5.38,"5,719.91"
1188,5796,I,N,23.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,185.00",2.35,"2,784.75"
1189,5796,I,N,23.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),"1,132.31",4.21,"4,767.03"
1190,5796,I,N,23.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,550,3.24,"1,782.00"
1191,5796,I,N,23.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),689.01,4.21,"2,900.73"
1192,5797,I,N,24.12.2022,PFER02,PORK HUMEROUSBONES 10KG/CTNS,"1,080.00",1.05,"1,134.00"
1193,5797,I,N,24.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,444,2.8,"1,243.20"
1194,5797,I,N,24.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,095.00",2.35,"2,573.25"
1195,5797,I,N,24.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),495.14,6.1,"3,020.35"
1196,5797,I,N,24.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),753.49,6.1,"4,596.29"
1197,5797,I,N,24.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,125,3.9,487.5
1198,5797,I,N,24.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,100,3.48,348
1199,5797,I,N,24.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),767.68,6.1,"4,682.85"
1200,5797,I,N,24.12.2022,BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),167.32,7.35,"1,229.80"
1201,5797,I,N,24.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,400,3.24,"1,296.00"
1202,5797,I,N,24.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,840,2.8,"2,352.00"
1203,5794,I,N,25.12.2022,CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,168.2,6.8,"1,143.76"
1204,5350,I,N,27.12.2022,BPA008,SEASONING WAYGU BEEF BURGER PATTIES 150gm,24.65,9,221.85
1205,5800,I,N,28.12.2022,FSF006,FISH- SUTCHI STEAK 60-80gm(DL 478) 2kgX5pkt,720,2.67,"1,922.40"
1206,5806,I,N,28.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,120,2.51,301.2
1207,5806,I,N,28.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,930,2.35,"2,185.50"
1208,5806,I,N,28.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,140,3.48,487.2
1209,5806,I,N,28.12.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,250,3.51,877.5
1210,5806,I,N,28.12.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,081.68",3.34,"3,612.81"
1211,5806,I,N,28.12.2022,PLOI04,PORK LOIN (SULINA-SA) 18kg/ctn,90,3.9,351
1212,5806,I,N,28.12.2022,PLOI01,PORK LOIN (FRIMESA) 25KG/CTNS,25,3.78,94.5
1213,5806,I,N,28.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,54,51.72,"2,792.88"
1214,5806,I,N,28.12.2022,PLEG03,PORK LEG (ALEGRA-SA),866.53,3.34,"2,894.21"
1215,5806,I,N,28.12.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,107.06,6.03,645.57
1216,5806,I,N,28.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,895,2.51,"2,246.45"
1217,5806,I,N,28.12.2022,PFAT04,PORK BACK FAT TONNIES,925,2.8,"2,590.00"
1218,5806,I,N,28.12.2022,PFAT04,PORK BACK FAT TONNIES,45.5,2.8,127.4
1219,5804,I,N,30.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),18,5.38,96.84
1220,5808,I,N,30.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,300,3.24,972
1221,5808,I,N,30.12.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,"1,125.00",3.51,"3,948.75"
1222,5808,I,N,30.12.2022,PLOI01,PORK LOIN (FRIMESA) 25KG/CTNS,180,3.78,680.4
1223,5808,I,N,30.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,140.00",2.35,"2,679.00"
1224,5808,I,N,30.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),750.87,4.22,"3,168.67"
1225,5808,I,N,30.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,252,2.51,632.52
1226,5808,I,N,30.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,648,4.8,"3,110.40"
1227,5808,I,N,30.12.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,500,3.51,"1,755.00"
1228,5808,I,N,30.12.2022,PTRI02,PORK TRIMMING FRESH,236,3,708
1229,5802,I,N,31.12.2022,CFEE04-03,CHICKEN FEET (AVIVAR-BRAZIL) 7.5kgX2pkt/ctn 35gmUP,"6,120.00",1.59,"9,730.80"
1230,5802,I,N,31.12.2022,OOI004,OTHER- COOKING OIL RED TIN GW16KG,30,24.25,727.5
1231,5802,I,N,31.12.2022,SAUCE-01,SAUCE DARK SOYA 5L/TIN,10,11.5,115
1232,5802,I,N,31.12.2022,POWDER-01,POWDER RED COLOURING (no.284) 450GM/TUB,2,18.5,37
1233,5803,I,N,31.12.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,800,4.8,"3,840.00"
1234,5809,I,N,31.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,550,3.24,"1,782.00"
1235,5809,I,N,31.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,110.00",2.35,"2,608.50"
1236,5809,I,N,31.12.2022,PBRB11,PORK BRISKET BONE (SWIFT),"1,231.91",3.85,"4,742.85"
1237,5809,I,N,31.12.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,"1,400.00",2.6,"3,640.00"
1238,5809,I,N,31.12.2022,BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),274.41,26,"7,134.66"
1239,5809,I,N,31.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,110,3.24,356.4
1240,5809,I,N,31.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,"1,128.00",2.51,"2,831.28"
1241,5809,I,N,31.12.2022,CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,"1,035.00",1.69,"1,749.15"
1242,5809,I,N,31.12.2022,BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),143.95,26,"3,742.70"
1243,5809,I,N,31.12.2022,PFER02,PORK HUMEROUSBONES 10KG/CTNS,"1,400.00",1.05,"1,470.00"
1244,5781,I,N,13.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,60,31.68,"1,900.80"
1245,5781,I,N,13.12.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,305.56",3.34,"4,360.57"
1246,5781,I,N,13.12.2022,PTRI02,PORK TRIMMING FRESH,140,3,420
1247,5781,I,N,13.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,150,3.72,558
1248,5781,I,N,13.12.2022,PFER02,PORK HUMEROUSBONES 10KG/CTNS,700,1.05,735
1249,5781,I,N,13.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,33,46.76,"1,543.08"
1250,5781,I,N,13.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
1251,5781,I,N,13.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),792.52,7.6,"6,023.15"
1252,5781,I,N,13.12.2022,PTAI08,PORK TAIL L.VALLEY (AUST),30.8,4.3,132.44
1253,5781,I,N,13.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,816,2.8,"2,284.80"
1254,5781,I,N,13.12.2022,PFER02,PORK HUMEROUSBONES 10KG/CTNS,"1,270.00",1.05,"1,333.50"
1255,5781,I,N,13.12.2022,CMIN02,CHICKEN MINCED ******,551,2.5,"1,377.50"
1256,5781,I,N,13.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,180,3.48,626.4
1257,5783,I,N,15.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,70,31.68,"2,217.60"
1258,5783,I,N,15.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,990,2.35,"2,326.50"
1259,5783,I,N,15.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
1260,5783,I,N,15.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,278.00",7.6,"9,712.80"
1261,5783,I,N,15.12.2022,PFAT04,PORK BACK FAT TONNIES,200,2.8,560
1262,5783,I,N,15.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,180,3.24,583.2
1263,5783,I,N,15.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),208.82,5.38,"1,123.45"
1264,5783,I,N,15.12.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),150.69,9.5,"1,431.56"
1265,5783,I,N,15.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),293.81,7.6,"2,232.96"
1266,5783,I,N,15.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,260,3.24,842.4
1267,5783,I,N,15.12.2022,PBEL05-25,PORK BELLY SHEET RIBBED (PALMALI-BRAZIL),90.62,5.1,462.16
1268,5783,I,N,15.12.2022,PBEL05-21,PORK BELLY PAMPLONA (SHEET RIBBED-BRAZIL),119.85,4.95,593.26
1269,5783,I,N,15.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),117.41,4.21,494.3
1270,5783,I,N,15.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),562.21,4.21,"2,366.90"
1271,5783,I,N,15.12.2022,PFAT04,PORK BACK FAT TONNIES,750,2.8,"2,100.00"
1272,5783,I,N,15.12.2022,PFAT04,PORK BACK FAT TONNIES,42,2.8,117.6
1273,5786,I,N,18.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,30,31.68,950.4
1274,5786,I,N,18.12.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,380,2.4,912
1275,5786,I,N,18.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,52,2.8,145.6
1276,5786,I,N,18.12.2022,PCOS04-01,PORK COLLAR SLICED 1CM,120,4.3,516
1277,5792,I,N,20.12.2022,PLEG03,PORK LEG (ALEGRA-SA),824.22,3.34,"2,752.89"
1278,5792,I,N,20.12.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,600,3.13,"1,878.00"
1279,5792,I,N,20.12.2022,PTRI02,PORK TRIMMING FRESH,40,3,120
1280,5792,I,N,20.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,90,3.32,298.8
1281,5792,I,N,20.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,125,3.9,487.5
1282,5792,I,N,20.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,72,31.68,"2,280.96"
1283,5792,I,N,20.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,510,3.24,"1,652.40"
1284,5792,I,N,20.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,050.00",2.35,"2,467.50"
1285,5792,I,N,20.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,100,3.48,348
1286,5792,I,N,20.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),298.58,4.21,"1,257.02"
1287,5792,I,N,20.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),211.02,5.38,"1,135.29"
1288,5792,I,N,20.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),474.27,4.21,"1,996.68"
1289,5792,I,N,20.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,280,3.24,907.2
1290,5792,I,N,20.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),727.46,4.21,"3,062.61"
1291,5792,I,N,20.12.2022,PLOB08,PORK LOIN BONE IN (FRIMESA) 25kg/ctn,875,3,"2,625.00"
1292,5349,I,N,21.12.2022,PBEL05-03,PORK BELLY DALIA,860,4.15,"3,569.00"
1293,5798,I,N,25.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,64,31.68,"2,027.52"
1294,5798,I,N,25.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,120,2.8,336
1295,5798,I,N,25.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,120,3.48,417.6
1296,5798,I,N,25.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,180,3.48,626.4
1297,5798,I,N,25.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,200,3.48,696
1298,5799,I,N,26.12.2022,PTRI03,PORK TRIMMING FROZEN,210,1.3,273
1299,5799,I,N,26.12.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,27.8,6.03,167.63
1300,5799,I,N,26.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,30,31.68,950.4
1301,5799,I,N,26.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,120,3.48,417.6
1302,5799,I,N,26.12.2022,BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),216,6.84,"1,477.44"
1303,5799,I,N,26.12.2022,PM-05,PORK MINCED CHILL FRESH,380,3.5,"1,330.00"
1304,5788,I,N,18.12.2022,BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),78.57,10.4,817.13
1305,5807,I,N,29.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,48,51.72,"2,482.56"
1306,5807,I,N,29.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),117.28,5.38,630.97
1307,5807,I,N,29.12.2022,MTU005,LAMB NECK PIECES FREW (MIDFIELD),345.48,4.1,"1,416.47"
1308,5807,I,N,29.12.2022,BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),171.28,6.84,"1,171.56"
1309,5807,I,N,29.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,60,2.51,150.6
1310,5807,I,N,29.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,720,3.32,"2,390.40"
1311,5807,I,N,29.12.2022,PTRI03,PORK TRIMMING FROZEN,"1,000.00",2.5,"2,500.00"
1312,5807,I,N,29.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,380,3.48,"1,322.40"
1313,5807,I,N,29.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),838.37,7.5,"6,287.78"
1314,5807,I,N,29.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),127.11,7.5,953.33
1315,5807,I,N,29.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),401.74,7.5,"3,013.05"
1316,5807,I,N,29.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,846,4.8,"4,060.80"
1317,5807,I,N,29.12.2022,PFAT04,PORK BACK FAT TONNIES,900,2.8,"2,520.00"
1318,5825,I,N,31.12.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,90,2.4,216
1319,5852,I,N,31.12.2022,CFEE04-03,CHICKEN FEET (AVIVAR-BRAZIL) 7.5kgX2pkt/ctn 35gmUP,"1,854.00",1.44,"2,669.76"
1320,5852,I,N,31.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,976,3.31,"3,230.56"
1321,5852,I,N,31.12.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,"1,008.00",3,"3,024.00"
1322,5852,I,N,31.12.2022,PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,665,4.5,"2,992.50"
1323,5852,I,N,31.12.2022,OOI004,OTHER- COOKING OIL RED TIN GW16KG,16,23.7,379.2
1324,5852,I,N,31.12.2022,CFEE04-03,CHICKEN FEET (AVIVAR-BRAZIL) 7.5kgX2pkt/ctn 35gmUP,619,1.44,891.36
1325,5852,I,N,31.12.2022,PFER02,PORK HUMEROUSBONES 10KG/CTNS,600,1.05,630
1326,5852,I,N,31.12.2022,PFAT10,PORK CUTTING FAT DANEPORK-DANISH,528,2.34,"1,235.52"
1327,5852,I,N,31.12.2022,CBLL01,CHICKEN BONELESS LEG 200gmUP (TYSON) 2kgX6pkt,474,2.6,"1,232.40"
1328,5852,I,N,31.12.2022,PTRI02,PORK TRIMMING FRESH,435,3,"1,305.00"
1329,5852,I,N,31.12.2022,PLEG03,PORK LEG (ALEGRA-SA),428,3.34,"1,429.52"
1330,5852,I,N,31.12.2022,CBLL01,CHICKEN BONELESS LEG 200gmUP (TYSON) 2kgX6pkt,420,2.6,"1,092.00"
1331,5852,I,N,31.12.2022,PCOS04-02,PORK COLLAR CUT PCS,320,4.3,"1,376.00"
1332,5852,I,N,31.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,230,3.31,761.3
1333,5852,I,N,31.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),206,5.38,"1,108.28"
1334,5852,I,N,31.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),200,5.38,"1,076.00"
1335,5852,I,N,31.12.2022,CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,180,3.7,666
1336,5852,I,N,31.12.2022,SQC001,SEAFOOD- SQUID CUT WITH SKIN 6X2KG/CTNS,158,3.3,521.4
1337,5852,I,N,31.12.2022,CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,138,3.7,510.6
1338,5852,I,N,31.12.2022,PLOI01,PORK LOIN (FRIMESA) 25KG/CTNS,128,3.78,483.84
1339,5852,I,N,31.12.2022,PSHT03,PORK LACONE / SHANK (WESTFLEISH-GERMANY),36.29,3,108.87
1340,5852,I,N,31.12.2022,PSHT01,PORK LACONE GERMANY,90,3,270
1341,5852,I,N,31.12.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,10,6.03,60.3
1342,5852,I,N,31.12.2022,SCA007-05,SEAFOOD- BOILED SEA SCALLOP MEAT 100/120 10X1KG/CTNS,113,5.08,574.04
1343,5852,I,N,31.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),95,4.22,400.9
1344,5852,I,N,31.12.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,94,3.8,357.2
1345,5852,I,N,31.12.2022,PLOI01,PORK LOIN (FRIMESA) 25KG/CTNS,100,3.78,378
1346,5852,I,N,31.12.2022,BMI003,BEEF- TRIMMING MINCED BEEF,80,6,480
1347,5852,I,N,31.12.2022,CWIN06-07,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,80,3.3,264
1348,5852,I,N,31.12.2022,PSTO12,PORK STOMACH COOKED 10kg/ctn (ATRIA-FINLAND 22),80,3,240
1349,5852,I,N,31.12.2022,PLEG03,PORK LEG (ALEGRA-SA),78,3.34,260.52
1350,5852,I,N,31.12.2022,CFEE04-03,CHICKEN FEET (AVIVAR-BRAZIL) 7.5kgX2pkt/ctn 35gmUP,30,1.44,43.2
1351,5852,I,N,31.12.2022,PSOF07,PORK SOFTBONE (FI 62 EY-FINLAND) 10kg/ctn,60,4.42,265.2
1352,5852,I,N,31.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,60,3.48,208.8
1353,5852,I,N,31.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),50,4.22,211
1354,5852,I,N,31.12.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,50,8,400
